outcome_key,outcome,excluded_country,regime,estimate,se,p_cluster,n_obs,n_countries
gvc,Adverse forward-GVC deviation stability,IND,R2,-0.1359912568863147,0.3034804571480411,0.6553519184051748,847,77
gvc,Adverse forward-GVC deviation stability,IRL,R1,0.3877419734441214,0.2676043841178286,0.1514687447636476,847,77
gvc,Adverse forward-GVC deviation stability,IRL,R2,-0.136505531029115,0.30543169790175273,0.656199151674112,847,77
gvc,Adverse forward-GVC deviation stability,IRN,R1,0.38774197344412326,0.2675215331383827,0.1512905216270863,858,78
gvc,Adverse forward-GVC deviation stability,IRN,R2,-0.13599125688629649,0.3033864988476103,0.6552356879389306,858,78
gvc,Adverse forward-GVC deviation stability,IRQ,R1,0.38774197344412326,0.2675215331383827,0.1512905216270863,858,78
gvc,Adverse forward-GVC deviation stability,IRQ,R2,-0.13599125688629649,0.3033864988476103,0.6552356879389306,858,78
gvc,Adverse forward-GVC deviation stability,ISL,R1,0.38774197344411787,0.2676043841178268,0.15146874476364852,847,77
gvc,Adverse forward-GVC deviation stability,ISL,R2,-0.02794560459114137,0.3090280651593043,0.9281829222077507,847,77
gvc,Adverse forward-GVC deviation stability,ISR,R1,0.38774197344413897,0.2676043841178355,0.15146874476363964,847,77
gvc,Adverse forward-GVC deviation stability,ISR,R2,-0.14860621111304306,0.311806865663695,0.6350165891848909,847,77
gvc,Adverse forward-GVC deviation stability,ITA,R1,0.3877419734441303,0.2676043841178321,0.15146874476364358,847,77
gvc,Adverse forward-GVC deviation stability,ITA,R2,-0.13177764970729067,0.3035695130495744,0.6654501886302285,847,77
gvc,Adverse forward-GVC deviation stability,JAM,R1,0.38774197344412326,0.2675215331383827,0.1512905216270863,858,78
gvc,Adverse forward-GVC deviation stability,JAM,R2,-0.13599125688629649,0.3033864988476103,0.6552356879389306,858,78
gvc,Adverse forward-GVC deviation stability,JOR,R1,0.3892217444076442,0.267306286826468,0.14948683548187777,847,77
gvc,Adverse forward-GVC deviation stability,JOR,R2,-0.13599125688631236,0.30348045714804156,0.6553519184051808,847,77
gvc,Adverse forward-GVC deviation stability,JPN,R1,0.38774197344412986,0.2676043841178317,0.1514687447636435,847,77
gvc,Adverse forward-GVC deviation stability,JPN,R2,0.04263330988944469,0.3121964083896233,0.8917402814932246,847,77
